<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
CDO,20201211,0.7,0.8,0.7,0.7,25900
CDP,20201211,9.6,9.6,9.6,9.6,1000
CEN,20201211,6.9,7,6.9,7,4211
CI5,20201211,4.1,4.1,3.6,3.6,400
CKA,20201211,19.5,19.5,19.5,19.5,1000
CKD,20201211,20,20,19,19,400
CLX,20201211,17.4,18.3,16.9,16.9,32410
CMI,20201211,1,1,1,1,105500
CMT,20201211,7.3,7.3,7,7.1,640
CNC,20201211,21.1,21.1,21.1,21.1,100
CNT,20201211,9,9,6.8,9,159626
CSI,20201211,14.4,14.6,14.4,14.6,1300
CT3,20201211,7.5,7.5,7.5,7.5,101
CTR,20201211,57.8,61,57.6,60.8,1311540
DBM,20201211,24.5,24.5,24.5,24.5,900
DCS,20201211,0.5,0.5,0.5,0.5,1154832
DCT,20201211,0.7,0.8,0.7,0.8,11300
DDM,20201211,1.2,1.2,1.2,1.2,8300
DDN,20201211,10.6,10.6,10.4,10.5,13902
DGT,20201211,57.6,57.6,57.6,57.6,100
DIC,20201211,0.9,1,0.9,0.9,274319
DNA,20201211,18.9,18.9,18.9,18.9,100
DNL,20201211,17.5,17.5,17.5,17.5,5000
DNY,20201211,1.6,1.6,1.6,1.6,1000
DOP,20201211,10,10,10,10,100
DP2,20201211,4.8,4.8,4.8,4.8,1000
DPH,20201211,24.5,24.5,24.5,24.5,500
DPP,20201211,14.5,16,14.2,16,500
DRI,20201211,7.2,7.7,7.2,7.6,915754
DSC,20201211,6.4,6.4,5.2,5.2,3500
DSG,20201211,4,4,4,4,200
DTB,20201211,10.9,10.9,10.9,10.9,111
DTP,20201211,45,45,44,44,4600
DVN,20201211,16.5,17,16.2,16.9,524002
EVF,20201211,9,9.2,8.9,9,160907
FOC,20201211,104.2,104.2,104.1,104.2,1150
FOX,20201211,58.6,58.6,57.5,58,8531
G20,20201211,0.2,0.3,0.2,0.3,25200
G36,20201211,11.7,11.7,10.8,11.6,1952445
GGG,20201211,1,1,1,1,1641
GHC,20201211,31.2,32.5,26,32,28245
GND,20201211,25.4,25.4,25,25,4300
GSM,20201211,8.1,8.1,8.1,8.1,100
GTT,20201211,0.4,0.4,0.4,0.4,46600
HAC,20201211,5.4,5.4,5.4,5.4,100
HAF,20201211,14.9,14.9,14.9,14.9,100
HAN,20201211,20.1,20.1,20.1,20.1,4100
HC3,20201211,25.7,26,25.7,26,23000
HD2,20201211,5.7,5.8,5.5,5.6,22800
HDO,20201211,0.4,0.4,0.4,0.4,100
HDP,20201211,9.3,9.7,9.3,9.7,1900
HEM,20201211,12.2,12.2,12.2,12.2,1000
HEP,20201211,9.5,9.5,9.5,9.5,100
HIG,20201211,10.3,10.5,10.2,10.5,2300
HLA,20201211,0.2,0.3,0.2,0.2,10800
HLB,20201211,146,146,146,146,200
HMS,20201211,22.1,22.1,22.1,22.1,100
HNA,20201211,11,11,11,11,440
HND,20201211,18.4,18.5,18.2,18.5,101927
HNE,20201211,7.5,7.5,7.5,7.5,100
HNM,20201211,4.6,4.7,4.4,4.7,25040
HPB,20201211,19.7,19.7,19.7,19.7,103
HPD,20201211,16.4,16.4,16.4,16.4,500
HPI,20201211,23.5,23.7,20.6,23.6,3500
HPP,20201211,38,38,38,38,200
HPT,20201211,9.8,9.8,9.8,9.8,14600
HPW,20201211,14.7,14.7,14.7,14.7,12600
HRT,20201211,3.2,3.6,3.2,3.6,13100
HSA,20201211,38.6,38.6,38.6,38.6,100
HTE,20201211,7.4,7.4,6.7,6.7,2200
HTM,20201211,10.8,11,10.8,10.9,11100
HTT,20201211,0.8,0.8,0.7,0.7,117825
HU4,20201211,8.2,8.2,8.2,8.2,200
HU6,20201211,5.7,5.8,5.6,5.8,5800
HVA,20201211,3.7,4.1,3.4,4.1,5300
HVG,20201211,5.1,5.3,4.4,4.6,2479545
ICF,20201211,1.6,1.7,1.6,1.7,7600
ICI,20201211,3,3.2,3,3.2,10800
ICN,20201211,57.4,67.8,57.4,65.1,3150
IFS,20201211,16.5,17,16.5,17,2860
ILA,20201211,2.7,2.9,2.7,2.9,21746
ILS,20201211,11.7,11.8,11.7,11.8,600
IPA,20201211,16,16.5,16,16.5,4300
ISG,20201211,2.5,2.5,2.5,2.5,1001
ISH,20201211,16.5,16.5,16,16,1700
ITS,20201211,4,4,4,4,100
JOS,20201211,1.3,1.3,1.3,1.3,14700
KAC,20201211,8.9,8.9,8.9,8.9,2
KHA,20201211,23.4,23.4,23.4,23.4,14
KHB,20201211,0.7,0.7,0.6,0.7,973100
KHD,20201211,8.5,8.5,8.5,8.5,1
KHL,20201211,0.2,0.3,0.2,0.3,500
KIP,20201211,20,20,20,20,100
KLB,20201211,13.5,14,13.5,14,104210
KSH,20201211,0.8,0.9,0.7,0.8,320128
KSK,20201211,0.3,0.3,0.2,0.2,173200
KTL,20201211,25,25,25,25,1000
LKW,20201211,32.8,32.8,32.8,32.8,100
LLM,20201211,21.8,21.8,21.8,21.8,100
LM3,20201211,1,1,1,1,1000
LMC,20201211,12.3,12.3,12.3,12.3,100
LMH,20201211,1.2,1.3,1.2,1.3,439727
LTC,20201211,2.6,2.6,2.6,2.6,5000
LTG,20201211,24.3,24.4,24,24.4,319100
M10,20201211,16.9,17,16.5,16.5,26108
MCH,20201211,93.7,93.7,93.2,93.3,20462
MEC,20201211,2.4,2.4,2.4,2.4,500
MFS,20201211,25.8,26.3,25.8,26.1,56450
MGG,20201211,40,40,40,40,100
MH3,20201211,65.9,68.8,65.9,67,6630
MHP,20201211,12.1,12.1,12.1,12.1,3300
MIC,20201211,5.9,5.9,5.9,5.9,170
MIG,20201211,12.6,12.6,12.5,12.6,37414
MKP,20201211,40,41,40,41,2000
MLS,20201211,43.5,44.5,42.9,44.4,19455
MML,20201211,47.1,47.6,40.3,47.4,40340
MPC,20201211,29.2,29.4,28.8,29.4,54113
MQN,20201211,35.5,36.5,35.5,36.5,412
MSR,20201211,17,17.4,16.8,17.3,347226
MTA,20201211,6.8,7,6.6,6.9,62000
MTL,20201211,6.2,6.2,6.2,6.2,100
MVC,20201211,10.1,10.1,10.1,10.1,100
NAB,20201211,14.9,14.9,14.4,14.7,171801
NAS,20201211,28,28,28,28,650
NCS,20201211,18.4,18.4,18,18,1100
ND2,20201211,24,24,21.3,24,3234
NDF,20201211,0.5,0.6,0.4,0.5,2100
NED,20201211,8.5,8.5,8.5,8.5,1050
NHT,20201211,37,37,36.5,36.5,6410
NNG,20201211,9.8,10,9.8,10,32000
NTB,20201211,0.2,0.3,0.2,0.3,65161
NTC,20201211,245.3,245.3,235.9,239,38440
NTW,20201211,18.3,18.3,18.3,18.3,1000
NUE,20201211,9.2,9.2,9.2,9.2,100
OIL,20201211,9,9.1,7.6,9,722690
ORS,20201211,11,11.6,10.5,11.6,572840
PAS,20201211,15,15.4,15,15.2,755600
PBC,20201211,13.4,13.4,13.4,13.4,200
PCC,20201211,15.7,16,15.7,16,12400
PCM,20201211,11,11.5,11,11.5,12500
PDT,20201211,9,9,9,9,1200
PDV,20201211,6,6,5.4,5.4,200
PFL,20201211,2,2.1,1.9,2,56310
PGV,20201211,15.9,16,15.5,15.9,24153
PHH,20201211,9.5,9.5,9.5,9.5,10800
PIV,20201211,0.4,0.5,0.4,0.4,30600
PJS,20201211,9.4,9.4,9.4,9.4,500
PND,20201211,8.8,8.8,8.8,8.8,100
POS,20201211,14.6,14.9,14.4,14.6,51200
PPH,20201211,17,17.5,17,17.5,51300
PPI,20201211,0.5,0.6,0.4,0.5,444680
PSB,20201211,14,15,12.3,12.3,14200
PSG,20201211,0.4,0.4,0.4,0.4,27900
PSL,20201211,23,24,23,24,600
PSP,20201211,7.4,7.5,7.4,7.4,10000
PTE,20201211,2.3,2.3,2.3,2.3,3100
PVA,20201211,0.3,0.4,0.3,0.3,143300
PVE,20201211,1.6,1.8,1.6,1.6,82300
PVM,20201211,18.5,18.8,18.2,18.8,23500
PVO,20201211,3.4,3.4,3.4,3.4,20
PVP,20201211,9.8,10,9.8,10,8030
PVR,20201211,1.6,1.6,1.4,1.4,14092
PVV,20201211,0.8,0.9,0.8,0.9,5200
PVX,20201211,1.4,1.5,1.4,1.5,4872102
PVY,20201211,1.7,1.9,1.6,1.8,30700
PWA,20201211,12.7,12.7,12.3,12.7,114101
PXA,20201211,2,2,1.6,1.6,290
PXL,20201211,9.9,10,9.8,10,124700
PXM,20201211,0.3,0.3,0.2,0.3,91400
PYU,20201211,22.5,22.5,22.5,22.5,100
QNC,20201211,5,5,4.8,5,8792
QNS,20201211,37,37.5,36.6,37.5,153572
QSP,20201211,18,18,18,18,100
QTP,20201211,10.6,10.8,10.6,10.7,45700
RCD,20201211,6.7,6.7,6.6,6.6,2300
RTS,20201211,17.4,17.4,17.4,17.4,100
S96,20201211,0.4,0.4,0.4,0.4,144600
SAC,20201211,8.6,9.1,8.6,9,4300
SAS,20201211,27.2,27.6,27.2,27.6,10630
SBL,20201211,12.6,12.6,12,12,2800
SBS,20201211,2,2,1.8,2,4829784
SCJ,20201211,2.5,2.5,2.5,2.5,124
SCL,20201211,7.6,7.9,7.5,7.8,41315
SD3,20201211,3.2,3.2,2.9,2.9,6500
SD7,20201211,3,3,3,3,8200
SD8,20201211,0.6,0.6,0.6,0.6,5500
SDD,20201211,2.1,2.2,2.1,2.1,11272
SDH,20201211,0.6,0.8,0.6,0.6,1100
SDK,20201211,29.8,29.8,29.8,29.8,100
SDP,20201211,1.4,1.4,1.4,1.4,100
SEA,20201211,27,27.2,27,27.1,12800
SGB,20201211,13,13,12.9,12.9,91410
SGO,20201211,0.3,0.4,0.2,0.4,42900
SGP,20201211,10.8,11.5,10.8,11,23700
SHC,20201211,7.5,7.5,7.5,7.5,300
SID,20201211,12.7,12.9,12.7,12.9,7400
SIP,20201211,132,153,120,132,1487651
SKH,20201211,20,20.3,19.6,19.6,9300
SKN,20201211,4.7,5.8,4.7,5.8,1300
SKV,20201211,21,21,20.9,20.9,1000
SNZ,20201211,30.1,30.1,29.7,29.7,16970
SP2,20201211,10,10,10,10,1300
SPD,20201211,10.1,10.1,7.5,10.1,98500
SPP,20201211,0.4,0.4,0.3,0.4,6775
SPV,20201211,12.6,12.6,12.6,12.6,100
SRB,20201211,1,1,1,1,1100
SRT,20201211,3.4,3.8,3.2,3.8,12800
SSN,20201211,5,5.1,4.9,4.9,81681
STH,20201211,14,14,13.9,13.9,30400
STL,20201211,1.6,1.6,1.2,1.2,4100
STT,20201211,1.8,1.9,1.8,1.9,3034
SWC,20201211,15.7,16,15.3,15.9,50200
SZE,20201211,14,14,13.1,13.6,59110
TA6,20201211,7.5,7.7,7.3,7.3,21000
TCI,20201211,7,7,7,7,600
TCW,20201211,25.6,25.6,25.5,25.6,16561
TDF,20201211,16.5,16.5,16.5,16.5,100
TDS,20201211,12,12.1,12,12.1,4900
TH1,20201211,6.8,9.1,6.8,9.1,500
THP,20201211,10.1,10.1,10,10,2800
THU,20201211,7.5,7.5,7.5,7.5,1700
TIE,20201211,5,6.6,5,5.8,1560400
TL4,20201211,7.7,7.8,7.7,7.8,1600
TLP,20201211,9.2,10.6,9.2,10.6,5900
TLT,20201211,9.5,9.5,9.5,9.5,4800
TOP,20201211,0.3,0.4,0.3,0.4,53700
TOT,20201211,4.8,4.8,4.7,4.7,2200
TR1,20201211,17.5,17.5,17.5,17.5,514
TRS,20201211,43,47,43,47,9700
TSG,20201211,11.2,11.5,11.2,11.5,5500
TTN,20201211,9.2,9.3,9,9.2,27650
TTP,20201211,35.5,35.5,35.5,35.5,720
TV1,20201211,11.5,11.5,10.8,10.8,200
TVN,20201211,7.5,7.8,7.4,7.7,237960
TVP,20201211,26.3,26.3,26.3,26.3,100
UDJ,20201211,9.2,9.7,9.2,9.5,61110
V15,20201211,0.2,0.3,0.2,0.3,300
VAV,20201211,44.2,44.2,44,44.2,3000
VBB,20201211,11.4,11.5,11.3,11.3,12600
VC5,20201211,0.8,0.8,0.8,0.8,500
VCA,20201211,10.6,10.6,10.5,10.5,2100
VCP,20201211,50.5,50.9,42.1,50.2,62418
VCR,20201211,19.1,19.1,18.9,19,71700
VCX,20201211,4.3,5.7,4.3,5.7,200
VE9,20201211,1.2,1.3,1.2,1.3,300
VEA,20201211,50.3,50.9,48.5,50.9,205847
VEC,20201211,12,12,10.8,11.3,102100
VEF,20201211,86,86,85,85.6,5000
VFS,20201211,6.4,6.5,6.4,6.5,31300
VGG,20201211,49.8,49.9,47.6,48.3,42119
VGI,20201211,33,33.7,32.3,33.5,930937
VGT,20201211,9.6,9.7,9.5,9.6,154610
VGV,20201211,9.6,10,9.6,10,4000
VHG,20201211,0.8,0.8,0.7,0.8,166500
VIW,20201211,7.5,7.5,6.8,6.8,2500
VLB,20201211,34,34,33.9,34,1410
VLC,20201211,33.8,35,33,34.9,78369
VLG,20201211,4.1,4.1,4.1,4.1,100
VMG,20201211,4,4,4,4,600
VNA,20201211,3.9,3.9,3.7,3.9,176710
VNB,20201211,13.6,13.6,13.6,13.6,1900
VNH,20201211,0.9,0.9,0.9,0.9,10320
VNI,20201211,10.6,10.6,10.5,10.5,8200
VNP,20201211,7.8,8.2,7.8,8.1,136208
VOC,20201211,21.5,21.9,21.4,21.7,442310
VPC,20201211,1,1,0.9,1,60300
VRG,20201211,24.9,25,23.8,24.8,123220
VSF,20201211,7.1,7.2,6.1,7.1,10900
VSG,20201211,1.4,1.4,1.4,1.4,110
VSN,20201211,25.5,26,25.5,26,8610
VST,20201211,0.3,0.4,0.3,0.4,32017
VTA,20201211,5.7,5.7,5.7,5.7,40
VTD,20201211,10.3,10.4,10.1,10.4,37090
VTE,20201211,4.1,4.1,4.1,4.1,210
VTK,20201211,29,30,29,30,28610
VTP,20201211,109.5,109.5,109,109.1,129317
VTR,20201211,37.3,37.3,36.4,37,27840
VVN,20201211,4.3,4.3,4,4.3,600
VWS,20201211,12.4,12.4,12.4,12.4,100
VXP,20201211,26.4,26.4,20,26.4,100
VXT,20201211,22.9,26.3,22.9,26.3,1000
WSB,20201211,43.5,44,43.5,44,4500
WTC,20201211,22.1,22.1,22.1,22.1,1200
XLV,20201211,11,11,11,11,100
XMC,20201211,10.5,11,10.5,11,24868
XPH,20201211,6,6,6,6,2300
YBC,20201211,14.5,14.5,14.5,14.5,100
YTC,20201211,79.8,79.8,79.8,79.8,100
