<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
DNT,20201210,25.5,25.5,25.5,25.5,100
DPH,20201210,24,24.5,24,24.5,1000
DRI,20201210,7.4,7.7,7.2,7.2,764318
DSC,20201210,6,6,6,6,1600
DSG,20201210,5,5,4,4,1300
DTC,20201210,14.7,14.7,12,12.7,3100
DTK,20201210,13.9,13.9,13.9,13.9,100
DTP,20201210,44,44,41,41,200
DVN,20201210,16.6,16.7,16.3,16.4,1810710
E29,20201210,6.2,6.2,6.2,6.2,100
EIN,20201210,4.9,4.9,4.9,4.9,8000
EMS,20201210,31,31,31,31,200
EVF,20201210,9,9.1,7.7,8.9,146000
FHN,20201210,14,14,14,14,3400
FOC,20201210,104.2,104.2,104.2,104.2,612
FOX,20201210,60,60,58.7,58.9,4428
FT1,20201210,29.5,29.8,29.5,29.8,1600
G36,20201210,12.8,12.8,10.9,11.6,4053758
GHC,20201210,30.5,30.5,30.4,30.5,12900
GND,20201210,24.5,24.5,24.5,24.5,100
GSM,20201210,9,9,9,9,100
GVT,20201210,55,55,51.6,53,3600
HAC,20201210,5.4,5.6,5,5,20646
HAF,20201210,14,14.2,14,14.2,6400
HAN,20201210,23.6,23.6,23.6,23.6,2406
HC3,20201210,26,26,21.3,26,28300
HD2,20201210,6,6.2,5.6,5.6,88600
HD8,20201210,7,7,7,7,100
HDM,20201210,14,14,14,14,400
HDP,20201210,9.3,9.9,9.3,9.9,5400
HEC,20201210,55,55,48,48,1100
HEJ,20201210,22.9,22.9,22.9,22.9,3000
HEM,20201210,12.7,12.8,12.7,12.7,1100
HIG,20201210,10.5,10.7,10.5,10.5,34325
HKP,20201210,5.2,5.2,5.2,5.2,100
HLB,20201210,146.9,184,146.9,183,300
HND,20201210,19.1,19.1,18.3,18.3,104970
HNE,20201210,8.3,8.4,8.3,8.4,5100
HNI,20201210,36,36,36,36,200
HPB,20201210,17.2,17.2,17.2,17.2,100
HPD,20201210,16.2,16.2,16.2,16.2,2500
HPI,20201210,23.8,23.8,23.8,23.8,222
HPW,20201210,13.8,13.8,13.8,13.8,100
HRT,20201210,3.2,3.2,3.2,3.2,7900
HSI,20201210,0.9,0.9,0.9,0.9,69400
HTE,20201210,7.6,7.6,6.8,6.8,41720
HTG,20201210,17.9,17.9,17.9,17.9,2243
HTM,20201210,10.6,11.2,10.6,11,25800
HU4,20201210,8.3,8.3,8.3,8.3,100
HWS,20201210,11.2,11.3,11.2,11.3,1100
ICF,20201210,1.7,1.8,1.7,1.8,2700
ICN,20201210,68.5,68.5,65,65,900
IHK,20201210,14,14,14,14,200
ILA,20201210,3.2,3.2,2.7,2.7,26400
IPA,20201210,14.7,17,14.7,15.1,9100
ISH,20201210,17,17,17,17,100
ITS,20201210,3.9,3.9,3.6,3.6,4600
KDF,20201210,46.8,46.8,46.4,46.8,201680
KLB,20201210,13.9,15.8,13.5,14.1,80580
KSH,20201210,0.8,0.9,0.7,0.8,222900
L63,20201210,9.8,9.8,9.8,9.8,1300
LKW,20201210,24.7,33,24.7,33,200
LLM,20201210,20,20.8,18,19.5,186100
LMC,20201210,14.4,14.4,14.4,14.4,100
LTG,20201210,24.7,24.9,24.1,24.2,429093
M10,20201210,16.9,17,16.9,16.9,1700
MCH,20201210,94,94,93.5,93.5,46373
MFS,20201210,26.7,26.7,26,26.3,46200
MH3,20201210,65.9,66.8,65.9,66.5,7890
MHP,20201210,12,12.1,12,12.1,4300
MIG,20201210,12.6,12.7,12.5,12.6,154800
MKP,20201210,40,40,40,40,1000
MLS,20201210,44,44,42.8,43,11830
MML,20201210,47,47.9,47,47.2,20808
MPC,20201210,29.5,30,29.2,29.4,125475
MQN,20201210,36.8,36.8,36,36.4,12400
MSR,20201210,17.2,17.2,16.8,16.8,411752
MTA,20201210,7.1,7.1,7,7,13700
MTG,20201210,2.7,2.7,2.7,2.7,200
MTL,20201210,5.4,5.4,5.4,5.4,3100
MVC,20201210,9.1,10.2,9.1,10.2,200
NAB,20201210,15.3,17.3,15,15,179078
NAS,20201210,28,28,28,28,1200
NBE,20201210,7.4,7.5,7,7.5,10200
NCS,20201210,18.5,18.5,18.3,18.4,4200
ND2,20201210,25,25,25,25,1300
NED,20201210,8.6,8.6,8.6,8.6,1000
NHT,20201210,36,36.6,36,36.5,9100
NNG,20201210,9.8,9.8,9.7,9.7,300
NTC,20201210,244.8,249.9,242,244.5,13161
NTW,20201210,19,19,19,19,1400
OIL,20201210,9.1,9.2,8.8,8.8,2067862
ORS,20201210,10.3,11,10.3,10.7,620400
PAS,20201210,14.8,15.2,14.8,15,660916
PCC,20201210,15.6,15.7,15.6,15.7,1100
PDT,20201210,10,10,10,10,300
PDV,20201210,5.5,5.5,5.5,5.5,700
PFL,20201210,2.1,2.1,1.9,2,84610
PGV,20201210,17.7,17.7,13.2,15.7,56613
PJS,20201210,10.3,10.3,10.3,10.3,2000
PND,20201210,7.7,7.7,7.7,7.7,100
POS,20201210,15.4,15.8,14,14.3,190600
POV,20201210,5.5,5.5,5.4,5.4,3400
PPH,20201210,16.5,18,16.4,18,300
PRT,20201210,11.7,11.8,11.7,11.7,3300
PSB,20201210,14.5,14.8,11,12.8,41460
PSL,20201210,24.3,24.3,21,22.5,21429
PSP,20201210,7.4,7.4,7.4,7.4,4100
PTO,20201210,1.6,1.6,1.6,1.6,100
PTV,20201210,3.9,3.9,3.9,3.9,10
PVM,20201210,18.5,18.5,18.1,18.5,34100
PVO,20201210,3.4,3.4,3.4,3.4,36530
PVP,20201210,10,10,9.7,9.8,40900
PVV,20201210,0.9,1,0.8,0.9,100700
PWA,20201210,12.4,13.2,12.3,12.5,450654
PXL,20201210,9.8,10,9.7,10,259502
PYU,20201210,19.6,19.6,19.6,19.6,100
QNC,20201210,5,5.3,4.9,5,18200
QNS,20201210,38.1,38.2,32.4,37.5,226418
QTP,20201210,10.8,10.8,10.6,10.6,60086
RAT,20201210,11.3,11.3,11.3,11.3,100
RTB,20201210,12,12,12,12,1100
SAC,20201210,8.9,8.9,8.9,8.9,4800
SAP,20201210,17.2,17.2,17.2,17.2,100
SAS,20201210,27.2,27.6,27.2,27.4,5000
SBD,20201210,9.9,10.1,9.9,10.1,4941
SBL,20201210,12.5,12.5,12.3,12.3,1000
SBS,20201210,1.8,1.8,1.8,1.8,730244
SCJ,20201210,2.4,2.5,2.3,2.5,11300
SCL,20201210,8,8,7.4,7.4,64600
SD3,20201210,3.1,3.2,3.1,3.2,600
SDD,20201210,2.2,2.2,2.2,2.2,100
SDK,20201210,29.9,29.9,29.9,29.9,100
SDP,20201210,1.3,1.3,1.3,1.3,100
SEA,20201210,27.2,27.2,26.9,27.1,29700
SGB,20201210,13,13,13,13,27267
SGP,20201210,11.6,11.6,11,11.2,134926
SHC,20201210,7.5,7.5,7.5,7.5,500
SID,20201210,13.3,13.3,12.5,12.5,4400
SIP,20201210,144,149.9,130,136,843979
SJG,20201210,5.5,5.5,5.5,5.5,400
SKH,20201210,19.9,20.3,19.9,19.9,5400
SKN,20201210,5.1,5.1,5.1,5.1,10
SNZ,20201210,30.3,30.4,29.9,30,22442
SPD,20201210,8.8,8.8,8.8,8.8,2251
SPV,20201210,14.3,14.3,14.1,14.1,7400
SRB,20201210,0.9,0.9,0.9,0.9,6000
SRT,20201210,3.1,3.6,3.1,3.5,1000
SSN,20201210,5.3,5.4,4.9,5,136637
STH,20201210,13.8,14.1,13.8,14,102700
SVG,20201210,5.4,5.4,5.4,5.4,100
SWC,20201210,16,16,15.6,15.6,20508
SZE,20201210,14.1,14.4,13.8,14,48900
TCW,20201210,26,26,25.7,25.8,13610
TDS,20201210,12,12,12,12,3100
THP,20201210,10.3,10.5,10.2,10.5,8800
TID,20201210,15.5,16,15.5,16,700
TL4,20201210,7.6,7.6,7.6,7.6,3000
TLP,20201210,10.8,10.8,10.8,10.8,100
TLT,20201210,9.6,9.6,9.6,9.6,6400
TOT,20201210,5.4,5.4,5.4,5.4,140
TOW,20201210,18.5,18.5,18.5,18.5,3700
TR1,20201210,16.6,17.9,16.6,17.9,400
TRS,20201210,43,43,43,43,200
TTN,20201210,9.5,9.5,9.1,9.1,56310
TVA,20201210,19.9,19.9,19.9,19.9,100
TVN,20201210,7.5,7.6,7.4,7.4,141230
TVP,20201210,26.3,26.3,26.3,26.3,100
UDJ,20201210,9.7,9.7,9.3,9.3,9300
VAV,20201210,44.7,44.7,44,44,7700
VBB,20201210,11.5,11.5,11.3,11.5,8500
VCA,20201210,10.6,10.6,10.5,10.5,4200
VCP,20201210,49,60.576,49,50.8,70100
VCR,20201210,19.2,22,18.9,19,195780
VCW,20201210,36,36,35.9,35.9,2500
VCX,20201210,5,5,5,5,1000
VE9,20201210,1.2,1.3,1.2,1.3,5100
VEA,20201210,51.4,51.4,50,50.2,416105
VEC,20201210,10.5,10.5,10.5,10.5,19810
VEF,20201210,86,86.8,85.8,86,8200
VFS,20201210,6.6,6.6,6.4,6.5,38300
VGG,20201210,51,51.6,48,49,84460
VGI,20201210,32.4,33.9,31.9,32.7,1871931
VGR,20201210,30,30,30,30,1000
VGT,20201210,9.5,9.9,9.5,9.5,750432
VGV,20201210,9.6,9.6,9.6,9.6,6300
VHD,20201210,6,6.3,6,6.3,1600
VHG,20201210,0.8,0.8,0.7,0.8,30920
VIN,20201210,14.7,14.7,14.7,14.7,10000
VIW,20201210,7.5,7.5,7.5,7.5,500
VKD,20201210,36.8,36.8,36.8,36.8,1000
VLC,20201210,34.3,34.6,33.4,33.6,46890
VLG,20201210,4.1,4.1,4.1,4.1,100
VMG,20201210,4,4,3.4,3.9,100200
VNA,20201210,4.1,4.1,3.9,4,154155
VNH,20201210,0.9,0.9,0.8,0.9,15210
VNP,20201210,8.2,8.3,7.9,8,107768
VOC,20201210,21.1,22,20.9,21.6,499451
VPR,20201210,14.5,14.5,14.5,14.5,22
VQC,20201210,16.2,16.2,16.2,16.2,100
VRG,20201210,25.5,25.5,24,25,105420
VSN,20201210,26,26,25.2,25.2,862
VTA,20201210,5.7,5.7,5.7,5.7,750
VTD,20201210,10.4,10.4,10.2,10.3,94090
VTE,20201210,4.3,4.3,4.3,4.3,1000
VTK,20201210,28.8,30.2,28.8,30,15531
VTP,20201210,109,110,109,109.6,59975
VTR,20201210,37,37.5,35.8,37.5,98147
VWS,20201210,14.4,14.4,14.4,14.4,100
VXP,20201210,23,23,23,23,100
VXT,20201210,20.6,23.6,20.6,23.6,400
WSB,20201210,43.8,43.8,43.8,43.8,1200
WTC,20201210,22.5,22.5,22,22,1400
XHC,20201210,24,24,24,24,500
XMC,20201210,10.3,11,10.3,11,2320
XPH,20201210,5.8,5.8,5.8,5.8,15000
YBC,20201210,14.6,14.6,12.5,13,87500
